symbol,name,facev,marketcap_cr,vwap,outshares,dividend,exdate,recorddate
TALBROAUTO,Talbros Automotive Components Limited,10.00,158.73,301.55,5263803.680981595,ANNUAL GENERAL MEETING\/DIVIDEND- RS 1.50 PER SHARE,14-SEP-18,-
TALWALKARS,Talwalkars Better Value Fitness Limited,10.00,62.19,32.54,19111862.323294405,ANNUAL GENERAL MEETING \/ DIVIDEND- RE 0.50 PER SHARE,19-SEP-18,-
TALWGYM,Talwalkars Lifestyles Limited,10.00,311.85,158.95,19619377.16262976,ANNUAL GENERAL MEETING\/DIVIDEND- RE 1 PER SHARE,19-SEP-18,-
TANLA,Tanla Solutions Limited,1.00,343.25,44.25,77570621.46892656,ANNUAL GENERAL MEETING\/DIVIDEND RE 0.30 PER SHARE,14-SEP-18,-
TANTIACONS,Tantia Constructions Limited,10.00,5.83,7.47,7804551.539491299,ANNUAL GENERAL MEETING,13-SEP-17,-
TARAJEWELS,Tara Jewels Limited,10.00,4.96,6.18,8025889.967637541,ANNUAL GENERAL MEETING,20-SEP-17,-
TARAPUR,Tarapur Transformers Limited,10.00,4.50,4.07,11056511.056511056,ANNUAL GENERAL MEETING,15-SEP-17,-
TARMAT,Tarmat Limited,10.00,16.12,39.44,4087221.095334686,ANNUAL GENERAL MEETING,21-SEP-17,-
TASTYBITE,Tasty Bite Eatables Limited,10.00,567.76,8524.66,666020.6975996697,ANNUAL GENERAL MEETING\/DIVIDEND- RS 2 PER SHARE,23-JUL-18,-
TATACHEM,Tata Chemicals Limited,10.00,12449.75,706.78,176147457.48323384,ANNUAL GENERAL MEETING\/FINAL DIVIDEND- RS 11 PER SHARE\/ SPECIAL DIVIDEND- RS 11 PER SHARE,16-JUL-18,-
TATACOFFEE,Tata Coffee Limited,1.00,921.57,114.10,80768624.01402278,ANNUAL GENERAL MEETING \/ DIVIDEND- RS 1.50 PER SHARE,18-JUN-18,-
TATACOMM,Tata Communications Limited,10.00,3917.68,551.83,70994327.96332203,DIVIDEND- RS 4.50 PER SHARE,01-AUG-18,-
TATAELXSI,Tata Elxsi Limited,10.00,4937.95,1433.55,34445607.059397995,ANNUAL GENERAL MEETING\/DIVIDEND- RS 11 PER SHARE,16-JUL-18,-
TATAGLOBAL,Tata Global Beverages Limited,1.00,10020.00,242.70,412855377.0086527,ANNUAL GENERAL MEETING \/ DIVIDEND- RS 2.50 PER SHARE,20-JUN-18,-
TATAINVEST,Tata Investment Corporation Limited,10.00,1208.43,816.07,14807920.889139412,ANNUAL GENERAL MEETING\/ Final DIVIDEND- RS 18\/- PER SHARE\/ Special Dividend RS 2\/- PER SHARE,13-JUL-18,-
TATAMETALI,Tata Metaliks Limited,10.00,789.74,627.63,12582891.193856254,ANNUAL GENERAL MEETING \/ DIVIDEND- RS 3 PER SHARE,21-JUN-18,-
TATAMOTORS,Tata Motors Limited,2.00,49671.64,271.72,1828045046.3712642,DIVIDEND - RE 0.20\/- PER SHARE,18-JUL-16,-
TATAMTRDVR,Tata Motors Limited,2.00,7358.03,145.87,504423802.0154932,DIVIDEND - RE 0.30\/- PER SHARE,18-JUL-16,-
TATAPOWER,Tata Power Company Limited,1.00,13093.13,71.38,1834285514.149622,DIVIDEND RS - 1.30 PER SHARE (DATE REVISED),12-JUL-18,-
TATASPONGE,Tata Sponge Iron Limited,10.00,611.09,882.98,6920768.30732293,ANNUAL GENERAL MEETING \/ DIVIDEND RS - 20 PER SHARE,10-JUL-18,-
TATASTEEL,Tata Steel Limited,10.00,43942.37,588.95,746113761.779438,ANNUAL GENERAL MEETING \/ DIVIDEND- RS 10 PER SHARE,05-JUL-18,-
TBZ,Tribhovandas Bhimji Zaveri Limited,10.00,124.49,72.22,17237607.31099418,ANNUAL GENERAL MEETING\/DIVIDEND- RE 0.75 PER SHARE,23-JUL-18,-
TCI,Transport Corporation of India Limited,2.00,933.14,364.53,25598441.82920473,ANNUAL GENERAL MEETING,26-JUL-18,-
TCIDEVELOP,TCI Developers Limited,10.00,43.45,470.12,924232.1109503957,ANNUAL GENERAL MEETING,25-JUL-18,-
TCIEXP,TCI Express Limited,2.00,920.97,700.44,13148449.545999656,ANNUAL GENERAL MEETING\/DIVIDEND- RE 0.50 PER SHARE,25-JUL-18,-
TCIFINANCE,TCI Finance Limited,10.00,15.56,23.89,6513185.433235663,ANNUAL GENERAL MEETING,01-AUG-18,-
TCPLPACK,TCPL Packaging Limited,10.00,160.16,434.31,3687688.517418434,ANNUAL GENERAL MEETING\/DIVIDEND- RS 3.70 PER SHARE,23-AUG-18,-
TCS,Tata Consultancy Services Limited,1.00,216292.29,2015.37,1073213801.9321514,BUYBACK,14-AUG-18,18-AUG-18
TDPOWERSYS,TD Power Systems Limited,10.00,191.51,133.85,14307807.246918192,ANNUAL GENERAL MEETING\/DIVIDEND - RS 1.80 PER SHARE,19-SEP-17,-
TEAMLEASE,Teamlease Services Limited,10.00,2104.33,2663.58,7900382.192387688,ANNUAL GENERAL MEETING,29-JUN-17,-
TECHIN,Techindia Nirman Limited,10.00,5.53,5.85,9452991.452991454,ANNUAL GENERAL MEETING,12-JUL-18,-
TECHM,Tech Mahindra Limited,5.00,44502.91,709.45,627287476.2139685,ANNUAL GENERAL MEETING\/DIVIDEND- RS 14 PER SHARE,26-JUL-18,-
TECHNOFAB,Technofab Engineering Limited,10.00,79.06,164.14,4816619.958571952,ANNUAL GENERAL MEETING (BOOK CLOSURE DATES REVISED),21-SEP-17,-
TEJASNET,Tejas Networks Limited,10.00,660.37,271.00,24367896.67896679,ANNUAL GENERAL MEETING,16-JUL-18,-
TERASOFT,Tera Software Limited,10.00,23.77,35.73,6652672.823957459,ANNUAL GENERAL MEETING,14-SEP-17,-
TEXINFRA,Texmaco Infrastructure & Holdings Limited,1.00,352.60,71.23,49501614.488277406,ANNUAL GENERAL MEETING\/DIVIDEND- RE 0.20 PER SHARE,28-AUG-18,-
TEXMOPIPES,Texmo Pipes and Products Limited,10.00,33.91,21.17,16017949.929145014,ANNUAL GENERAL MEETING,14-SEP-17,-
TEXRAIL,Texmaco Rail & Engineering Limited,1.00,782.51,74.27,105360172.34414972,ANNUAL GENERAL MEETING\/DIVIDEND RE 0.25 PER SHARE,28-AUG-18,-
TFCILTD,Tourism Finance Corporation of India Limited,10.00,1071.67,145.97,73417140.50832364,ANNUAL GENERAL MEETING\/DIVIDEND- RS 2 PER SHARE,02-AUG-18,-
TFL,Transwarranty Finance Limited,10.00,3.00,4.69,6396588.486140724,ANNUAL GENERAL MEETING,02-AUG-17,-
TGBHOTELS,TGB Banquets And Hotels Limited,10.00,47.25,26.27,17986296.15531024,ANNUAL GENERAL MEETING,12-SEP-18,-
THANGAMAYL,Thangamayil Jewellery Limited,10.00,165.38,394.16,4195758.06778973,ANNUAL GENERAL MEETING\/DIVIDEND- RS 3.50 PER SHARE,24-JUL-18,-
THEMISMED,Themis Medicare Limited,10.00,74.22,325.19,2282358.006088748,ANNUAL GENERAL MEETING,30-AUG-18,-
THERMAX,Thermax Limited,2.00,4248.88,994.49,42724210.39930014,ANNUAL GENERAL MEETING\/ DIVIDEND- RS 6 PER SHARE,26-JUL-18,-
THIRUSUGAR,Thiru Arooran Sugars Limited,10.00,10.17,23.35,4355460.385438972,ANNUAL GENERAL MEETING,07-DEC-15,-
THOMASCOOK,Thomas Cook  (India)  Limited,1.00,2977.19,244.47,121781404.67132983,ANNUAL GENERAL MEETING\/DIVIDEND- RE 0.375 PER SHARE,18-SEP-18,-
THOMASCOTT,Thomas Scott (India) Limited,10.00,1.11,10.25,1082926.8292682928,ANNUAL GENERAL MEETING,19-SEP-18,-
THYROCARE,Thyrocare Technologies Limited,10.00,1181.70,612.11,19305353.61291271,ANNUAL GENERAL MEETING\/DIVIDEND- RS 5 PER SHARE,02-AUG-18,-
TI,Tilaknagar Industries Limited,10.00,84.77,14.77,57393364.92890995,ANNUAL GENERAL MEETING,16-SEP-15,-
TIDEWATER,Tide Water Oil Company (India) Limited,5.00,799.38,5754.36,1389172.7316330574,DIVIDEND- RS 100 PER SHARE,06-AUG-18,-
TIFIN,TI Financial Holdings Limited,1.00,5696.05,597.53,95326594.48061185,ANNUAL GENERAL MEETING \/ DIVIDEND- RE 0.65 PER SHARE,23-JUL-18,-
TIIL,Technocraft Industries (India) Limited,10.00,334.16,505.75,6607217.0044488385,ANNUAL GENERAL MEETING,24-SEP-18,-
TIINDIA,Tube Investments of India Limited,1.00,2571.62,269.49,95425433.22572266,DIVIDEND- RE 0.50 PER SHARE,30-JUL-18,-
TIJARIA,Tijaria Polypipes Limited,10.00,13.30,13.34,9970014.99250375,EXTRA-OIRDINARY GENERAL MEETING,15-FEB-18,-
TIL,TIL Limited,10.00,162.30,359.90,4509585.996110031,DIVIDEND- RS 3.50 PER SHARE,26-JUL-18,-
TIMESGTY,Times Guaranty Limited,10.00,8.04,34.70,2317002.88184438,ANNUAL GENERAL MEETING,19-SEP-17,-
TIMETECHNO,Time Technoplast Limited,1.00,1550.10,143.08,108337992.7313391,ANNUAL GENERAL MEETING\/DIVIDEND - RS 0.65 PER SHARE,21-SEP-17,-
TIMKEN,Timken India Limited,10.00,1218.47,715.87,17020827.803930882,ANNUAL GENERAL MEETING\/DIVIDEND- RE 1 PER SHARE,02-AUG-18,-
TINPLATE,The Tinplate Company of India Limited,10.00,465.12,178.30,26086371.284352213,ANNUAL GENERAL MEETING \/ DIVIDEND- RS 2 PER SHARE,15-JUN-18,-
TIPSINDLTD,TIPS Industries Limited,10.00,34.82,84.40,4125592.417061611,ANNUAL GENERAL MEETING\/DIVIDEND - RE 1\/- PER SHARE,05-SEP-17,-
TIRUMALCHM,Thirumalai Chemicals Limited,1.00,976.51,162.59,60059659.26563749,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10\/- PER SHARE TO RE 1\/- PER SHARE,14-AUG-18,17-AUG-18
TITAN,Titan Company Limited,1.00,38233.49,913.87,418369024.0406185,ANNUAL GENERAL MEETING\/DIVIDEND- RS 3.75 PER SHARE,23-JUL-18,-
TMRVL,The Mandhana Retail Ventures Limited,10.00,71.37,56.49,12634094.530005312,ANNUAL GENERAL MEETING,14-AUG-18,-
TNPETRO,Tamilnadu PetroProducts Limited,10.00,219.39,38.34,57222222.22222222,ANNUAL GENERAL MEETING\/DIVIDEND RE 0.50 PER SHARE,30-JUL-18,-
TNPL,Tamil Nadu Newsprint & Papers Limited,10.00,1372.10,306.56,44757959.29018789,ANNUAL GENERAL MEETING\/DIVIDEND - RS 7.50 PER SHARE,11-SEP-17,-
TNTELE,Tamilnadu Telecommunication Limited,10.00,0.76,1.15,6608695.652173914,ANNUAL GENERAL MEETING,19-SEP-16,-
TOKYOPLAST,Tokyo Plast International Limited,10.00,27.55,60.11,4583264.015970721,ANNUAL GENERAL MEETING\/ DIVIDEND- RE 0.50 PER SHARE,19-SEP-17,-
TORNTPHARM,Torrent Pharmaceuticals Limited,5.00,8575.29,1756.41,48822826.10552206,DIVIDEND- RS 5 PER SHARE,18-JUN-18,-
TORNTPOWER,Torrent Power Limited,10.00,4199.51,245.41,171122203.6591826,DIVIDEND- RS 5 PER SHARE,08-JUN-18,-
TPLPLASTEH,TPL Plastech Limited,10.00,67.00,343.43,1950907.0261770957,ANNUAL GENERAL MEETING\/ DIVIDEND - RS 3.00 PER SHARE (PURPOSE REVISED),21-SEP-17,-
TREEHOUSE,Tree House Education & Accessories Limited,10.00,21.78,7.09,30719322.99012694,ANNUAL GENERAL MEETING,15-SEP-17,-
TRENT,Trent Limited,1.00,8287.12,370.96,223396592.62454176,ANNUAL GENERAL MEETING\/DIVIDEND- RS 1.15 PER SHARE,27-JUL-18,-
TRF,TRF Limited,10.00,148.42,206.80,7176982.591876208,ANNUAL GENERAL MEETING,13-JUL-18,-
TRIDENT,Trident Limited,10.00,1020.01,62.37,163541766.87510023,INTERIM DIVIDEND- RE 0.60 PER SHARE (PURPOSE REVISED),14-AUG-18,16-AUG-18
TRIGYN,Trigyn Technologies Limited,10.00,193.04,121.71,15860652.370388629,ANNUAL GENERAL MEETING,20-SEP-17,-
TRIL,Transformers And Rectifiers (India) Limited,1.00,70.26,21.18,33172804.532577906,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10\/- PER SHARE TO RE 1\/- PER SHARE,28-SEP-17,30-SEP-17
TRITURBINE,Triveni Turbine Limited,1.00,1246.50,118.42,105260935.65276137,DIVIDEND RE 0.55 PER SHARE,05-SEP-18,-
TRIVENI,Triveni Engineering & Industries Limited,1.00,314.90,38.35,82112125.16297261,INTERIM DIVIDEND - RE 0.25 PER SHARE,22-AUG-17,23-AUG-17
TTKHLTCARE,TTK Healthcare Limited,10.00,363.80,1031.38,3527312.9205530453,ANNUAL GENERAL MEETING\/DIVIDEND- RS 5 PER SHARE,02-AUG-18,-
TTKPRESTIG,TTK Prestige Limited,10.00,2126.43,6036.89,3522393.152765745,ANNUAL GENERAL MEETING \/ DIVIDEND- RS 30 PER SHARE,20-JUL-18,-
TTL,T T Limited,10.00,76.36,82.20,9289537.712895377,ANNUAL GENERAL MEETING,01-AUG-18,-
TTML,Tata Teleservices (Maharashtra) Limited,10.00,264.31,5.17,511237911.0251451,ANNUAL GENERAL MEETING,25-JUL-17,-
TULSI,Tulsi Extrusions Limited,10.00,1.73,0.85,20352941.176470585,ANNUAL GENERAL MEETING,19-SEP-17,-
TV18BRDCST,TV18 Broadcast Limited,2.00,3169.34,48.76,649987694.8318294,ANNUAL GENERAL MEETING,10-AUG-18,-
TVSELECT,TVS Electronics Limited,10.00,252.17,341.06,7393713.71606169,DIVIDEND- RS 1.50 PER SHARE,01-AUG-18,02-AUG-18
TVSMOTOR,TVS Motor Company Limited,1.00,11053.99,543.70,203310465.3301453,INTERIM DIVIDEND - RS 1.30 PER SHARE (PURPOSE REVISED),06-MAR-18,07-MAR-18
TVSSRICHAK,TVS Srichakra Limited,10.00,1205.30,2858.83,4216060.41632416,ANNUAL GENERAL MEETING\/DIVIDEND - RS 50.70 PER SHARE,14-AUG-17,-
TVTODAY,TV Today Network Limited,5.00,1096.21,430.47,25465421.516017374,ANNUAL GENERAL MEETING\/DIVIDEND- RS 2.25 PER SHARE,31-AUG-18,-
TVVISION,TV Vision Limited,10.00,12.08,6.32,19113924.050632913,ANNUAL GENERAL MEETING,15-SEP-17,-
TWL,Titagarh Wagons Limited,2.00,568.50,91.33,62246797.328369655,ANNUAL GENERAL MEETING\/DIVIDEND- RE 0.80 PER SHARE,20-JUL-17,-
UBL,United Breweries Limited,1.00,9811.04,1384.46,70865463.79093654,ANNUAL GENERAL MEETING\/DIVIDEND- RS 2\/- PER SHARE,07-SEP-18,-
UCALFUEL,Ucal Fuel Systems Limited,10.00,147.81,222.15,6653612.424037812,DIVIDEND- RS 5 PER SHARE,20-SEP-17,-
UCOBANK,UCO Bank,10.00,570.52,19.13,298233141.6623105,ANNUAL GENERAL MEETING,19-JUN-18,-
UFLEX,UFLEX Limited,10.00,1341.14,329.18,40741843.36836989,ANNUAL GENERAL MEETING\/DIVIDEND- RS 2 PER SHARE,24-JUL-18,-
UFO,UFO Moviez India Limited,10.00,537.73,371.82,14462105.319778388,ANNUAL GENERAL MEETING\/DIVIDEND- RS 12.50 PER SHARE,01-AUG-18,-
UGARSUGAR,The Ugar Sugar Works Limited,1.00,80.44,12.96,62067901.234567896,ANNUAL GENERAL MEETING,26-JUL-18,-
UJAAS,Ujaas Energy Limited,1.00,77.33,10.44,74070881.22605364,ANNUAL GENERAL MEETING\/DIVIDEND - RE 0.05 PER SHARE,11-SEP-17,-
UJJIVAN,Ujjivan Financial Services Limited,10.00,3010.36,361.73,83221187.07323141,ANNUAL GENERAL MEETING\/DIVIDEND- RE 0.50 PER SHARE,19-JUN-18,-
ULTRACEMCO,UltraTech Cement Limited,10.00,45396.62,4359.84,104124509.15629931,ANNUAL GENERAL MEETING\/DIVIDEND- RS 10.50 PER SHARE,10-JUL-18,-
UMANGDAIRY,Umang Dairies Limited,5.00,41.53,75.00,5537333.333333333,ANNUAL GENERAL MEETING,19-SEP-17,-
UNICHEMLAB,Unichem Laboratories Limited,2.00,785.63,229.14,34286026.010299385,ANNUAL GENERAL MEETING\/DIVIDEND- RS 5 PER SHARE,19-JUL-18,-
UNIENTER,Uniphos Enterprises Limited,2.00,169.22,86.83,19488655.994471956,ANNUAL GENERAL MEETING,09-AUG-18,-
UNIONBANK,Union Bank of India,10.00,3407.03,88.21,386240789.02618754,ANNUAL GENERAL MEETING,19-JUN-18,-
UNIPLY,Uniply Industries Limited,2.00,595.11,69.46,85676648.43075152,DIVIDEND RE 0.20 PER SHARE,18-SEP-18,-
UNITECH,Unitech Limited,2.00,911.78,4.13,2207699757.8692493,ANNUAL GENERAL MEETING,21-SEP-17,-
UNITEDBNK,United Bank of India,10.00,232.48,11.50,202156521.73913044,ANNUAL GENERAL MEETING,28-JUN-18,-
UNITY,Unity Infraprojects Limited,2.00,8.34,3.00,27799999.999999996,ANNUAL GENERAL MEETING (DATE REVISED),20-DEC-17,-
UNIVCABLES,Universal Cables Limited,10.00,251.88,206.52,12196397.443346892,ANNUAL GENERAL MEETING\/DIVIDEND- RS 1.50 PER SHARE,23-JUL-18,-
UPL,UPL Limited,2.00,23697.88,637.28,371859779.0610093,ANNUAL GENERAL MEETING\/DIVIDEND- RS 8 PER SHARE,09-AUG-18,-
URJA,Urja Global Limited,1.00,112.14,3.30,339818181.8181818,EXTRAORDINARY GENERAL MEETING,16-JAN-18,-
USHAMART,Usha Martin Limited,1.00,424.35,28.03,151391366.39315018,ANNUAL GENERAL MEETING,12-SEP-17,-
USHERAGRO,Usher Agro Limited,10.00,6.60,2.51,26294820.717131473,ANNUAL GENERAL MEETING,22-SEP-17,-
UTTAMSTL,Uttam Galva Steels Limited,10.00,63.80,11.73,54390451.83290707,ANNUAL GENERAL MEETING,19-JUL-18,-
UTTAMSUGAR,Uttam Sugar Mills Limited,10.00,78.52,83.33,9422776.911076443,ANNUAL GENERAL MEETING,09-AUG-18,-
UVSL,Uttam Value Steels Limited,1.00,20.48,0.09,2275555555.555556,ANNUAL GENERAL MEETING,11-JUL-18,-
V2RETAIL,V2 Retail Limited,10.00,517.03,407.09,12700631.310029725,ANNUAL GENERAL MEETING,21-SEP-17,-
VADILALIND,Vadilal Industries Limited,10.00,146.30,562.17,2602415.6393973357,ANNUAL GENERAL MEETING\/DIVIDEND - RS 1.25 PER SHARE,14-SEP-17,-
VAIBHAVGBL,Vaibhav Global Limited,10.00,734.12,682.19,10761224.878699481,ANNUAL GENERAL MEETING,19-JUL-18,-
VAKRANGEE,Vakrangee Limited,1.00,2732.77,45.17,604996679.2118663,BONUS 1:1,21-DEC-17,23-DEC-17
VARDHACRLC,Vardhman Acrylics Limited,10.00,89.00,44.51,19995506.627724107,DIVIDEND - RS 1.50 PER SHARE,07-SEP-17,-
VARDMNPOLY,Vardhman Polytex Limited,10.00,8.11,14.03,5780470.420527441,ANNUAL GENERAL MEETING,31-AUG-17,-
VARROC,Varroc Engineering Limited,1.00,1500.87,1003.28,14959632.405709274,ANNUAL GENERAL MEETING (DATE REVISED),28-AUG-18,29-AUG-18
VASCONEQ,Vascon Engineers Limited,10.00,315.40,28.26,111606510.96956828,ANNUAL GENERAL MEETING,21-SEP-15,-
VASWANI,Vaswani Industries Limited,10.00,17.89,13.56,13193215.339233037,ANNUAL GENERAL MEETING,20-SEP-17,-
VBL,Varun Beverages Limited,10.00,3878.86,818.87,47368446.76200129,INTERIM DIVIDEND- RS 2.50 PER SHARE (PURPOSE REVISED),20-AUG-18,21-AUG-18
VEDL,Vedanta Limited,1.00,40675.42,219.92,1849555292.8337576,ANNUAL GENERAL MEETING,14-AUG-18,-
VENKEYS,Venky's (India) Limited,10.00,1845.33,2925.50,6307742.266279268,ANNUAL GENERAL MEETING\/DIVIDEND RS 8 PER SHARE,06-SEP-18,-
VENUSREM,Venus Remedies Limited,10.00,42.51,56.17,7568096.848851699,ANNUAL GENERAL MEETING,14-SEP-18,-
VESUVIUS,Vesuvius India Limited,10.00,1094.05,1225.11,8930218.51099085,DIVIDEND - RS 6.75 PER SHARE,28-MAR-18,03-APR-18
VETO,Veto Switchgears And Cables Limited,10.00,166.46,168.94,9853202.32035042,ANNUAL GENERAL MEETING\/DIVIDEND - RE 1\/- PER SHARE,25-SEP-17,-
VGUARD,V-Guard Industries Limited,1.00,3295.06,215.92,152605594.66469064,ANNUAL GENERAL MEETING\/DIVIDEND- RE 0.70 PER SHARE,23-JUL-18,-
VHL,Vardhman Holdings Limited,10.00,231.60,2902.09,798045.5464854639,DIVIDEND - RS 5 PER SHARE,07-SEP-17,-
VICEROY,Viceroy Hotels Limited,10.00,22.44,7.14,31428571.428571433,ANNUAL GENERAL MEETING,12-SEP-18,-
VIDEOIND,Videocon Industries Limited,10.00,84.62,5.49,154134790.52823317,ANNUAL GENERAL MEETING,13-DEC-17,-
VIDHIING,Vidhi Specialty Food Ingredients Limited,1.00,156.07,87.42,17852894.074582476,DIVIDEND RS 0.20 PER SHARE,23-AUG-18,24-AUG-18
VIJAYABANK,Vijaya Bank,10.00,2510.62,62.05,404612409.3473006,ANNUAL GENERAL MEETING\/DIVIDEND- RS 1.20 PER SHARE,21-JUN-18,-
VIJIFIN,Viji Finance Limited,1.00,5.78,2.85,20280701.754385967,BONUS 1:10,04-AUG-17,07-AUG-17
VIJSHAN,Vijay Shanthi Builders Limited,10.00,13.16,9.79,13442288.049029622,ANNUAL GENERAL MEETING,21-SEP-17,-
VIKASECO,Vikas EcoTech Limited,1.00,291.92,20.63,141502666.0203587,ANNUAL GENERAL MEETING\/DIVIDEND- RE 0.05 PER SHARE,19-SEP-18,-
VIMTALABS,Vimta Labs Limited,2.00,212.54,253.62,8380253.923192177,ANNUAL GENERAL MEETING\/DIVIDEND- RS 2 PER SHARE,14-AUG-18,-
VINATIORGA,Vinati Organics Limited,2.00,1756.32,1325.50,13250245.190494152,ANNUAL GENERAL MEETING \/ DIVIDEND- RS 4.50 PER SHARE,17-JUL-18,-
VINDHYATEL,Vindhya Telelinks Limited,10.00,916.30,1393.41,6575953.954686703,ANNUAL GENERAL MEETING\/DIVIDEND RS 10\/- PER SHARE,23-JUL-18,-
VINYLINDIA,Vinyl Chemicals (India) Limited,1.00,93.43,102.01,9158905.989608862,ANNUAL GENERAL MEETING\/DIVIDEND- RS 2.40 PER SHARE,16-AUG-18,-
VIPCLOTHNG,VIP Clothing Limited,2.00,150.76,52.28,28837031.36954858,ANNUAL GENERAL MEETING,17-SEP-18,-
VIPIND,VIP Industries Limited,2.00,4027.32,598.02,67344235.97872981,ANNUAL GENERAL MEETING \/ DIVIDEND- RS 2 PER SHARE,06-JUL-18,-
VIPULLTD,Vipul Limited,1.00,223.30,50.69,44052081.27835865,ANNUAL GENERAL MEETING\/DIVIDEND RE 0.05 PER SHARE,19-SEP-18,-
VISAKAIND,Visaka Industries Limited,10.00,559.66,596.64,9380195.762939125,ANNUAL GENERAL MEETING \/ DIVIDEND- RS 7 PER SHARE,07-JUN-18,-
VISASTEEL,Visa Steel Limited,10.00,45.56,10.97,41531449.407474935,ANNUAL GENERAL MEETING,19-SEP-18,-
VISESHINFO,Visesh Infotecnics Limited,1.00,19.25,0.10,1925000000.0,ANNUAL GENERAL MEETING,21-SEP-17,-
VISHNU,Vishnu Chemicals Limited,10.00,71.97,242.14,2972247.4601470223,ANNUAL GENERAL MEETING,21-SEP-17,-
VIVIDHA,Visagar Polytex Limited,1.00,12.15,1.00,121500000.0,ANNUAL GENERAL MEETING,19-SEP-18,-
VIVIMEDLAB,Vivimed Labs Limited,2.00,247.47,59.51,41584607.62896992,ANNUAL GENERAL MEETING\/DIVIDEND RE 0.40 PER SHARE,19-SEP-18,-
VLSFINANCE,VLS Finance Limited,10.00,163.20,77.31,21109817.617384553,ANNUAL GENERAL MEETING\/ DIVIDEND- RE 1 PER SHARE,12-SEP-18,-
VMART,V-Mart Retail Limited,10.00,2517.66,3006.65,8373638.434802853,ANNUAL GENERAL MEETING\/DIVIDEND- RS 2 PER SHARE,20-JUN-18,-
VOLTAMP,Voltamp Transformers Limited,10.00,499.88,939.04,5323308.911228489,ANNUAL GENERAL MEETING\/DIVIDEND- RS 15 PER SHARE,03-AUG-18,-
VOLTAS,Voltas Limited,1.00,14189.00,614.41,230936996.4681565,ANNUAL GENERAL MEETING \/ DIVIDEND- RS 4 PER SHARE,03-AUG-18,-
VRLLOG,VRL Logistics Limited,10.00,930.18,321.02,28975764.74985982,INTERIM DIVIDEND RS 4\/- PER HARE (PURPOSE REVISED),02-FEB-17,03-FEB-17
VSSL,Vardhman Special Steels Limited,10.00,159.06,131.34,12110552.763819097,ANNUAL GENERAL MEETING,07-SEP-17,-
VSTIND,VST Industries Limited,10.00,2045.98,3139.62,6516648.511603315,ANNUAL GENERAL MEETING\/DIVIDEND- RS 77.50 PER SHARE,18-SEP-18,-
VSTTILLERS,V.S.T Tillers Tractors Limited,10.00,873.21,2165.57,4032240.9342574934,ANNUAL GENERAL MEETING\/FINAL DIVIDEND- RS 15 PER SHARE\/ SPECIAL DIVIDEND- 35 PER SHARE,02-AUG-18,-
VTL,Vardhman Textiles Limited,10.00,2471.02,1135.76,21756533.07036698,ANNUAL GENERAL MEETING\/DIVIDEND - RS 15 PER SHARE,07-SEP-17,-
WABAG,VA Tech Wabag Limited,2.00,1497.16,386.69,38717318.782487266,ANNUAL GENERAL MEETING\/DIVIDEND-RS 4 PER SHARE,01-AUG-18,-
WABCOINDIA,WABCO India Limited,5.00,3211.14,6766.44,4745686.062390268,DIVIDEND- RS 8 PER SHARE,19-JUL-18,20-JUL-18
WALCHANNAG,Walchandnagar Industries Limited,2.00,233.25,136.45,17094173.689996336,ANNUAL GENERAL MEETING \/ DIVIDEND - RE 0.40\/- PER SHARE,05-FEB-15,-
WANBURY,Wanbury Limited,10.00,25.99,24.82,10471394.03706688,ANNUAL GENERAL MEETING,21-SEP-17,-
WEBELSOLAR,Websol Energy System Limited,10.00,92.90,44.12,21056210.335448775,ANNUAL GENERAL MEETING,12-SEP-17,-
WEIZFOREX,Weizmann Forex Limited,10.00,182.59,634.26,2878787.878787879,BUYBACK,14-AUG-18,16-AUG-18
WEIZMANIND,Weizmann Limited,10.00,34.86,64.81,5378799.567967906,ANNUAL GENERAL MEETING\/DIVIDEND- RE 0.50 PER SHARE,30-JUL-18,-
WELCORP,Welspun Corp Limited,5.00,1422.20,146.91,96807569.26009123,DIVIDEND RE - 0.50 PER SHARE,25-JUN-18,-
WELENT,Welspun Enterprises Limited,10.00,1307.62,164.73,79379590.84562618,DIVIDEND- RS 1.5 PER SHARE,25-JUN-18,-
WELINV,Welspun Investments and Commercials Limited,10.00,15.25,147.16,1036287.03452025,ANNUAL GENERAL MEETING,25-JUN-18,-
WELSPUNIND,Welspun India Limited,1.00,2091.44,65.04,321562115.6211562,ANNUAL GENERAL MEETING \/ DIVIDEND- RE 0.65 PER SHARE,25-JUN-18,-
WENDT,Wendt (India) Limited,10.00,129.87,3275.00,396549.61832061067,ANNUAL GENERAL MEETING\/DIVIDEND- RS 15 PER SHARE,12-JUL-18,-
WHEELS,Wheels India Limited,10.00,611.13,1061.25,5758586.572438163,ANNUAL GENERAL MEETING\/DIVIDEND- RS 9 PER SHARE,08-AUG-18,-
WHIRLPOOL,Whirlpool of India Limited,10.00,5529.71,1736.62,31841796.13271758,ANNUAL GENERAL MEETING \/ DIVIDEND- RS 4 PER SHARE,06-SEP-18,-
WILLAMAGOR,Williamson Magor & Company Limited,10.00,25.40,61.55,4126726.2388302195,ANNUAL GENERAL MEETING,13-SEP-17,-
WINDMACHIN,Windsor Machines Limited,2.00,257.44,94.58,27219285.26115458,DIVIDEND - RE 0.75 PER SHARE,18-SEP-17,-
